title,description,genres,emotions,emojis
Lu Over the Wall,"In an small fishing village, a gloomy middle school student named Kai meets a mermaid named Lu.","['animation', 'family', 'fantasy', 'action', 'comedy', 'music']","[joy, curiosity, friendship, surprise, wonder, happiness, amusement, enchantment]",🐠🎵🌈👫🤔😄🎉✨
Lupin,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","['crime', 'drama', 'thriller', 'action', 'comedy']","[intrigue, suspense, satisfaction, wit, amusement, vengeance, justice, empowerment]",🕵️‍♂️💼🔍🔒👑🔫🎭🃏
Mo Amer: Mohammed in Texas,"In his hometown of Houston, Mo Amer takes on pandemic panic, disappointing Bradley Cooper, hummus appropriation and the subtle art of cursing in Arabic.",['comedy'],"[laughter, amusement, curiosity, nostalgia, empathy, surprise, appreciation, connection]",😂🤣😄🤔😊😮👏🤝
Yanxi Palace: Princess Adventures,A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,['drama'],"[intrigue, romance, suspense, betrayal, determination, revenge, resilience, ambition]",👑🔥🕵️‍♀️💔🏹💪🏼🔪🏰
"Edmilson Filho: Notas, Comedy about Relationships","Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women.",['comedy'],"[laughter, amusement, relatability, joy, empathy, amusement, entertainment, connection]",😂🤣😊🥰😅😄😆😁
Beauty,"A young singer on the brink of a promising career finds herself torn between a domineering family, industry pressures and her love for her girlfriend.","['drama', 'music', 'romance']","['love', 'heartbreak', 'confusion', 'empowerment', 'pride', 'resilience', 'tension', 'hope']",💔🌈🎤👩‍👩‍👧💪🎵🔀❤️
Mai: A Mother's Rage,"A grieving mother discovers the criminals behind her daughter's tragic death, and transforms from meek to merciless to get the real story.","['drama', 'thriller', 'crime']","[grief, anger, determination, suspense, vengeance, justice, empowerment, satisfaction]",😭🔥🤬🤔🔍💪👩‍⚖️😌
Who Killed Little Gregory?,"When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.","['documentation', 'crime', 'thriller', 'drama']","[mystery, frustration, sadness, anger, fear, determination, suspense, empathy]",🕵️‍♀️😡😢😱🤔💪🔍😔
Bo on the Go!,"Bo on the Go! is a Canadian TV series, created by Jeff Rosen and produced by Decode Entertainment, a DHX Media Company, in association with Decode Entertainment and Halifaxfilm. The TV series emphasizes the importance of movement for children through a plot element called ""Animoves"", which are animations demonstrating specific body movements that viewers must learn in order to solve problems highlighted in each episode.

It is broadcast in Canada on CBC Television in the Kids' CBC programming block. It is broadcast in the United Kingdom on Playhouse Disney and it is also broadcast in the United States on Playhouse Disney and is also broadcast on Disney Junior every weekday at 5:00 a.m. EST and 12:00 a.m. EST. It is currently broadcast on seventeen broadcasters around the world, in over twelve languages, including Spanish, French, Italian, Greek, Arabic, Thai, Finnish, Hebrew, Portuguese, Turkish, and Gaelic.",['animation'],"[joy, curiosity, movement, learning, participation, empowerment, creativity, enthusiasm]",🎉🔍🏃‍♂️📚🙌🎨🤩
The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.","['comedy', 'family', 'fantasy', 'scifi', 'animation']","[adventure, excitement, wonder, amusement, curiosity, bravery, joy, anticipation]",⚓️🌊🐉🚢🗺️🔍🎉🤩
The Lovebirds,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.","['romance', 'comedy', 'action', 'thriller', 'crime']","[excitement, suspense, humor, romance, curiosity, fear, relief, happiness]",🕵️‍♀️💑🔎🤔😱😅🙏😄
Headspace Guide to Sleep,"Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down","['documentation', 'animation']","[relaxation, curiosity, optimism, tranquility, hope, reassurance, satisfaction, mindfulness]",😴🌙
A Call to Spy,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.","['crime', 'drama', 'thriller', 'war', 'history']","[courage, suspense, empowerment, patriotism, determination, tension, inspiration, admiration]",🕵️‍♀️💂‍♂️🔍🇬🇧🔥🌟👩‍💼👏
Marilyn's Eyes,"Clara and Diego, under the guidance of the psychiatrist of a day rehabilitation center for disturbed people who attend, decide to transform the treatment center into a restaurant, involving all their other companions.","['comedy', 'drama']","[humor, empathy, hope, inspiration, camaraderie, determination, optimism, satisfaction]",🤣🤝🍽️🍲🎉🤗💪😊
Indoo Ki Jawani,A feisty girl from Ghaziabad makes her profile on an online dating app and her left and right swipes on the app lead to hilarious consequences.,"['comedy', 'drama']","['humor', 'curiosity', 'amusement', 'surprise', 'romance', 'joy', 'awkwardness', 'entertainment']",😂😮😄😳❤️😁🙈🎬
The Photographer: Murder in Pinamar,"The murder of photographer José Luis Cabezas in the summer of 1997 deeply shakes Argentina, and ends up revealing a mafia scheme in which the political and economic powers  appear to be involved.","['documentation', 'crime']","[shock, intrigue, suspense, anger, sadness, curiosity, disbelief, justice]",📸💔🔍🕵🏻‍♀️💣🔎🔍🔑
Christmas with a Prince,"Pediatric specialist Tasha Mason is focused on one thing; keeping the kids in her ward as healthy and happy as possible. So when her high-school crush, who just happens to be handsome Prince Alexander Cavalieri, breaks his leg on a nearby ski-slope, Tasha is forced to allow him to secretly get well on her floor and she’s furious that a spoiled Royal is interrupting the precious healing time her kids so badly need. Soon, however, Tasha learns that some tough love and a lot of Christmas spirit, could turn this royal pain into a knight in shining armor.","['drama', 'romance']","[romance, frustration, humor, hope, joy, annoyance, sympathy, determination]",👸🎄🤴🏥🌟🤬👼🏼🔥👨‍⚕️💖
Belgica,"The story of two brothers who, even though they have absolutely nothing in common, open a bar together that quickly becomes a regular hangout for nighthawks. Despite the success, they must soon face up to the difficulties inherent in running a family business. Their brotherhood turns into rivalry, through no fault of their own.","['drama', 'european']","[drama, conflict, rivalry, tension, camaraderie, ambition, struggle, resilience]",🍻👬🔥💔🏢💼💰🏆
Brent Morin: I'm Brent Morin,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",['comedy'],"[laughter, nostalgia, empathy, amusement, self-deprecation, relatability, joy, entertainment]",😂🔙😊🤣😅😄😃🎉
The Way of the Househusband,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.","['animation', 'comedy', 'action', 'crime', 'drama', 'romance']","[humor, amusement, nostalgia, surprise, sympathy, suspense, romance, empowerment]",🤣😄😂😮😔😱😍💪
Agyaat,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.","['horror', 'thriller', 'drama']","[fear, suspense, curiosity, intrigue, unease, tension, mystery, surprise]",🌳🎥👻🔍🌲🌌🚶🌳
Captain Nova,"A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.","['action', 'family', 'scifi']","[adventure, humor, determination, nostalgia, frustration, empowerment, hope, surprise]",🚀🌍👶🙄💪🕰️🌱🤔😮
Top Secret UFO Projects: Declassified,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",['documentation'],"[curiosity, intrigue, skepticism, fascination, awe, surprise, anticipation, uncertainty]",👽🔍🛸📜🧐🤔🤯🕵️‍♀️
A StoryBots Christmas,"When Bo mistakenly thinks that her friends don't like her gifts, she heads to the North Pole to ask Santa for help making better presents. She learns along the way that Christmas is about far more than just the toys.","['animation', 'comedy', 'family', 'fantasy']","[joy, warmth, empathy, nostalgia, laughter, hope, gratitude, wonder]",🎄🎁🎅❄️🌟🎶🥰👪
Code 8,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)","['scifi', 'action', 'crime', 'thriller', 'drama']","[tension, empathy, hope, suspense, desperation, empowerment, loyalty, injustice]",🚧🔫🏙️🔥👪💪⚖️🚓
Jamtara – Sabka Number Ayega,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.","['drama', 'crime']","[suspense, intrigue, tension, thrill, curiosity, surprise, empathy, satisfaction]",🕵️‍♂️💰🚓🔥🤔😱😢👍
